,distance,hash,latitude,longitude,serial,time
0,18.79,0244f98af8ddc957237a489ade762907586f3b50b8cf93a106d549d6,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
1,7.05,075be70b0c9febdacbaeeb7cd5008912aad9ce85c22f5ee3d6b77e40,60.16897,24.95222,00000000aa852af1,2019-08-02T05:57:00Z
2,25.36,0add92bb629361fdf34a91a86a1f9e3aed5f10895edae2bd32f97fb0,60.14699,24.922,00000000a53ed894,2019-08-02T05:57:00Z
3,17.4,0c8a1e8a0efc1bd3afdd3ead1e6e10d0a038f13b92797f401ea8b0f5,60.16075,24.95883,00000000f1124bca,2019-08-02T05:57:00Z
4,14.89,0ee2c85ccdb7971980753561e64908f8b91e490754ccd0cc7b02a47c,60.16829,24.94214,00000000afef4555,2019-08-02T05:57:00Z
5,25.36,0ffffc922d45d8063a1ee9f51760d94aa7e3f957374f5a86b3a18d09,60.16544,24.95398,0000000038d83d41,2019-08-02T05:57:00Z
6,27.28,14c7e1511b70f4dd3359cbece1377aebb4d70531f5489eefe53d7c3c,60.16544,24.95398,0000000038d83d41,2019-08-02T05:57:00Z
7,25.36,165ebbb4090d47319ae370f0d0854fdc1f6b79499f8b2e4d3c3533c0,60.16544,24.95398,0000000038d83d41,2019-08-02T05:57:00Z
8,44.58,17b28910b6cbc057680693633275c4ca53938281bc38178f96c44947,60.17002,24.94407,000000006b087f40,2019-08-02T05:57:00Z
9,25.36,3282d1ed31f57612df98999833eb1ce2bdf78dfc2b124ddb0c5d23fd,60.17002,24.94407,000000006b087f40,2019-08-02T05:57:00Z
10,31.5,3944bc7a301be7241d1f7bc4a97f221000d535ce3d8a9af9af9b23b5,60.16531,24.9442,00000000fdda10fe,2019-08-02T05:57:00Z
11,14.89,39c295bb6840d3d7fafec64549f2418556e14c8fbcae68653f21b6f3,60.16448,24.97323,0000000053c6c2be,2019-08-02T05:57:00Z
12,27.28,43b676ed3aef4c2d8846694817e76117873be52e7f788e0cb366c1c4,60.16629,24.95957,00000000fb7600be,2019-08-02T05:57:00Z
13,18.79,55855b044f2083d752680da168d38b5b73e2fa5aa6eb9ffa15928db4,60.14947,24.91438,000000004ef3150d,2019-08-02T05:57:00Z
14,21.87,59107c0fb745e0aacace35f3eb6888e9aa1cace3ca066219be32fe54,60.16897,24.95222,00000000aa852af1,2019-08-02T05:57:00Z
15,17.4,5bbb5184fded3e51bc78e45e39917794285e6bbc72da404802a9599a,60.16531,24.9442,00000000fdda10fe,2019-08-02T05:57:00Z
16,11.7,5c5b8ebf392d3a1a9eded11c6d68af45797c4c0cf5f8cb94fc541df4,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
17,20.28,5d65719c4cbf045f068d084b72302f447d5fd034413d97d13be00d0e,60.18203,24.91341,00000000342570c2,2019-08-02T05:57:00Z
18,18.79,5e5292530ec271535a58399732d59f546db5d02630c5b6ee13ca83b5,60.16897,24.95222,00000000aa852af1,2019-08-02T05:57:00Z
19,12.69,60da92dd3a3c66281aa67fc63a7834d40e4182f89e494a6bf3528eb8,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
20,20.28,674c9e27dd8b3240f3ad723e560cb6f4ebeea3399bdddb6873b9ff90,60.16629,24.95957,00000000fb7600be,2019-08-02T05:57:00Z
21,18.79,693099b54f1d14b899f005c233a431270bde084ad2fe05abf597743a,60.16544,24.95398,0000000038d83d41,2019-08-02T05:57:00Z
22,23.56,6f06341f358e61699fe1e55e986dd0554bc8da28b91daf0c5ad99db6,60.16629,24.95957,00000000fb7600be,2019-08-02T05:57:00Z
23,20.28,747f2d1ebff218c0ebbdc0fdaef4cbe56633dfb46ae1b1f8c8142201,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
24,8.38,87dfaad29a9276ddddb1fa021d3bc23ad14824c1af16f7d87e713689,60.14951,24.92138,0000000006dd41f6,2019-08-02T05:57:00Z
25,9.12,8c75c3289c84fe4493e1e272a77b615fe1985880c5dc68a7c1a17b53,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
26,25.36,8cc6ddaa460aeae8cc9e8a33f91a01c8cd4c0c8bf8a943210a28c84d,60.1538,24.95595,0000000038bf9618,2019-08-02T05:57:00Z
27,27.28,9041c42fbb1cf987ee209454d6f5fab418a20e06fd7625460be30fa6,60.16531,24.9442,00000000fdda10fe,2019-08-02T05:57:00Z
28,13.75,9843c6216661048343a0e49cf3d8aa2883cf77f452666a1c873a1052,60.16448,24.97323,0000000053c6c2be,2019-08-02T05:57:00Z
29,29.32,9e542b3a7effec1e348e152448282ff99d56cacba9ecdb492a7dd572,60.1538,24.95595,0000000038bf9618,2019-08-02T05:57:00Z
30,14.89,a1ba09b019cae8df2ec9396f46a163e5b29858a11380955ed9605985,60.15432,24.9211,0000000019fb59c4,2019-08-02T05:57:00Z
31,29.32,a5f62f404a7abcaf3fdde94d1d208dcee4d3550e9a39a34a386ca375,60.16629,24.95957,00000000fb7600be,2019-08-02T05:57:00Z
32,29.32,a91d379a4b57c5df22db0d7a041ff69f657b4b31f28554b1011fc03c,60.16544,24.95398,0000000038d83d41,2019-08-02T05:57:00Z
33,13.75,b5fd6b317890e5ab2d79e2cd1abe61626d45a753c7337d0d40728898,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
34,23.56,c40c37def6bf11a63a2556519a7c6233fd417cdeea2cf14f28e7c42c,60.16531,24.9442,00000000fdda10fe,2019-08-02T05:57:00Z
35,17.4,cf05623e4d87ce0906c0b0b7dbf53aacc1228016cd27c341228b6e76,60.18203,24.91341,00000000342570c2,2019-08-02T05:57:00Z
36,18.79,e6d473600f105ad6219e2b9ea92ada6a5a6a3d72f5545c9f1b025b36,60.16897,24.95222,00000000aa852af1,2019-08-02T05:57:00Z
37,21.87,f088630d7476dae7d4b7e2bb1f10575f2c89acb4b6e061f3d57c2b40,60.16531,24.9442,00000000fdda10fe,2019-08-02T05:57:00Z
38,18.79,fc4f3a44235f1cfc7b53f14ba2da599976a5a0a220d23b852688e485,60.17918,24.95141,00000000675d5200,2019-08-02T05:57:00Z
39,23.56,000d700604fa9239a8f0df79f2122176f644c59b205763bc62570ad9,60.16531,24.9442,00000000fdda10fe,2019-08-02T05:57:00Z
40,31.5,0289d1f14b9d37511495e1a812edba676de6df719693ded5f4125e8e,60.17065,24.93641,000000000f4919c9,2019-08-02T05:57:00Z
41,29.32,03277f1a6c26486cfdefd49c90824f910101321620e53ddb1a287705,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
42,11.7,0432df6ffcde54c690412a9023225f3b97ff8d7c8dec56b8f45aa744,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
43,21.87,051d745fa57e5abd22685d99022803435bb8ce3423cbc0fd005aac36,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
44,9.92,07045eca4c17f72e82a550fd5158326446f25be47e21cd203d781505,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
45,9.12,076672322a7eb27899ad672b98eed67e82da9c8ce2426516d50b4c14,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
46,27.28,0b17765264808a148733fa72b2c67814297fff70bb267fb9cbd47044,60.149,24.9843,00000000fffb8cf0,2019-08-02T05:57:00Z
47,21.87,0d9d6459c1f79c8f5f8497adac9f3563a8a3b45bf968667c81f73642,60.14947,24.91438,000000004ef3150d,2019-08-02T05:57:00Z
48,5.41,1107fcd592f258c4a44c0412e2003d5aee26b07506cf583fbbe49d0d,60.17919,24.95181,000000007b5207b6,2019-08-02T05:57:00Z
49,13.75,12003d4bc189a4d0f291760ec8f71590d9f66a21d0d5b374d1346ae2,60.14947,24.91438,000000004ef3150d,2019-08-02T05:57:00Z
50,27.28,13266dd441ac72f0db6774065f742e711a18a7f68ba978808f052cf7,60.16531,24.9442,00000000fdda10fe,2019-08-02T05:57:00Z
51,12.69,139061e8a6c5cfbae30c82545ac7ea95fa7319c265609e4656c099bd,60.16762,24.95415,000000006b44cce7,2019-08-02T05:57:00Z
52,14.89,177020e082236ba6aece224ec725379df437388dd55b9f0c59d5517b,60.17918,24.95141,00000000675d5200,2019-08-02T05:57:00Z
53,2.8,1995dfdcdeb5750d1f99278aead1bd274b4dafb4c7104ff39c7b70e0,60.16897,24.95222,00000000aa852af1,2019-08-02T05:57:00Z
54,3.09,1a3a11ec4fb9f5cf37d0673ea0d10609ae1e139111be00ea60e74ba0,60.16531,24.9442,00000000fdda10fe,2019-08-02T05:57:00Z
55,23.56,1b249679eaa2ba47e0f86ecd580aba75b6fb2e06bec0fe128c9df2fd,60.16897,24.95222,00000000aa852af1,2019-08-02T05:57:00Z
56,16.1,1c938a1595ef1004d244d83ea7d6d931818fa24497a8218f09b0be7d,60.16897,24.95222,00000000aa852af1,2019-08-02T05:57:00Z
