,distance,hash,latitude,longitude,serial,time
0,13.75,075be70b0c9febdacbaeeb7cd5008912aad9ce85c22f5ee3d6b77e40,60.16897,24.95222,00000000aa852af1,2019-08-02T06:59:00Z
1,14.89,0add92bb629361fdf34a91a86a1f9e3aed5f10895edae2bd32f97fb0,60.14699,24.922,00000000a53ed894,2019-08-02T06:59:00Z
2,3.4,15918569de0a46a8eb56b43d8d39f7fc82619ff1006f00822c85745c,60.17918,24.95141,00000000675d5200,2019-08-02T06:59:00Z
3,23.56,1d513a9eda6958eaa6394ca7a03bb7c0beb946191e40ea22378b96fa,60.16762,24.95415,000000006b44cce7,2019-08-02T06:59:00Z
4,17.4,2a93b61a3863ace54349d7a0937e4134fcc6d4dfcf064eefae2b7cf8,60.15432,24.9211,0000000019fb59c4,2019-08-02T06:59:00Z
5,13.75,2af9f18ec38ddcce3e687bdf1a0e3d95da68f65a2028ee4a3bdeddab,60.15432,24.9211,0000000019fb59c4,2019-08-02T06:59:00Z
6,14.89,368ee457cdac232c858712c924532440e31edece3a1f1859ce2d9291,60.16531,24.9442,00000000fdda10fe,2019-08-02T06:59:00Z
7,12.69,39b68da4dbd7da2f560d5becea48b01544ccb157f7b561ac2e4070d6,60.16762,24.95415,000000006b44cce7,2019-08-02T06:59:00Z
8,25.36,43b676ed3aef4c2d8846694817e76117873be52e7f788e0cb366c1c4,60.16629,24.95957,00000000fb7600be,2019-08-02T06:59:00Z
9,21.87,52f6a3a3aa57239ef1fb406b6d276ffea0771b2d59b02598092b8971,60.16762,24.95415,000000006b44cce7,2019-08-02T06:59:00Z
10,20.28,5d65719c4cbf045f068d084b72302f447d5fd034413d97d13be00d0e,60.18203,24.91341,00000000342570c2,2019-08-02T06:59:00Z
11,23.56,5eed115a984d490b02b602d73787aee8dc8c4e9365b77fbff3818a76,60.16629,24.95957,00000000fb7600be,2019-08-02T06:59:00Z
12,27.28,5f7cc0f56cbd9d0e0f682d92bbe260989c602862c1f58f8a0f115bf5,60.18203,24.91341,00000000342570c2,2019-08-02T06:59:00Z
13,25.36,674c9e27dd8b3240f3ad723e560cb6f4ebeea3399bdddb6873b9ff90,60.16629,24.95957,00000000fb7600be,2019-08-02T06:59:00Z
14,14.89,693099b54f1d14b899f005c233a431270bde084ad2fe05abf597743a,60.16544,24.95398,0000000038d83d41,2019-08-02T06:59:00Z
15,21.87,6a657079c1bdc8114c289be1ddd83e5846d4279a920d1697b8ff0033,60.16897,24.95222,00000000aa852af1,2019-08-02T06:59:00Z
16,13.75,7925d80d5418ea947f3c733261b4b846ca8fac842b42e706ccbec0ca,60.16762,24.95415,000000006b44cce7,2019-08-02T06:59:00Z
17,23.56,7eb95e221c4bcf5ebc07b09afce9d2dee7bd215be805855b50a0c242,60.14699,24.922,00000000a53ed894,2019-08-02T06:59:00Z
18,5.91,7fcc1b1cb90eaaefc4b21605a6a39d8b9d3ef5e48a7ddd3755e93fc8,60.17065,24.93641,000000000f4919c9,2019-08-02T06:59:00Z
19,7.05,84ad566975d1912d90de743b8c298e007b5b896cb96029733938631d,60.16829,24.94214,00000000afef4555,2019-08-02T06:59:00Z
20,7.69,87dfaad29a9276ddddb1fa021d3bc23ad14824c1af16f7d87e713689,60.14951,24.92138,0000000006dd41f6,2019-08-02T06:59:00Z
21,12.69,8c75c3289c84fe4493e1e272a77b615fe1985880c5dc68a7c1a17b53,60.16762,24.95415,000000006b44cce7,2019-08-02T06:59:00Z
22,31.5,8cc6ddaa460aeae8cc9e8a33f91a01c8cd4c0c8bf8a943210a28c84d,60.1538,24.95595,0000000038bf9618,2019-08-02T06:59:00Z
23,18.79,8ff60f950161ed884860c37d18e95c683a57d568528f4083008a5dd8,60.15432,24.9211,0000000019fb59c4,2019-08-02T06:59:00Z
24,20.28,90902a82a9e832858519c03997140407ff79255c3b058b7ef794559a,60.14699,24.922,00000000a53ed894,2019-08-02T06:59:00Z
25,12.69,91c8f786e4c6162340c7c93f3033c94586b844dac368dfaa17bce2fa,60.16762,24.95415,000000006b44cce7,2019-08-02T06:59:00Z
26,13.75,94512cd21b284eddaddc0be0d385bf5072dbeaa7e3eb345b3c161aa6,60.16762,24.95415,000000006b44cce7,2019-08-02T06:59:00Z
27,23.56,9500bab795f51bdd64c3f0f2cd00ad5aa6d9b93195c29484e6e5f92a,60.16762,24.95415,000000006b44cce7,2019-08-02T06:59:00Z
28,23.56,9d857805574f6cc42e08b5256cf5479cd2dcf45149c123beefb90697,60.16829,24.94214,00000000afef4555,2019-08-02T06:59:00Z
29,25.36,9ecdca96b25a0b30269369f2874c18a2d868fce6925e1a562421d978,60.17065,24.93641,000000000f4919c9,2019-08-02T06:59:00Z
30,29.32,a1ba09b019cae8df2ec9396f46a163e5b29858a11380955ed9605985,60.15432,24.9211,0000000019fb59c4,2019-08-02T06:59:00Z
31,27.28,a5f62f404a7abcaf3fdde94d1d208dcee4d3550e9a39a34a386ca375,60.16629,24.95957,00000000fb7600be,2019-08-02T06:59:00Z
32,25.36,a8672b625f69c3cfc6bbddbf9b8bec77f6e5e137f9900ca967ffcd97,60.16448,24.97323,0000000053c6c2be,2019-08-02T06:59:00Z
33,21.87,ab8f5d2c6aaba53847b42f4824aac765919d75f192bf86ea5c2c91e4,60.14699,24.922,00000000a53ed894,2019-08-02T06:59:00Z
34,18.79,af39edf2bb940054e6f0ba41fbd2dda73c80369a5559082bdc868dc6,60.16762,24.95415,000000006b44cce7,2019-08-02T06:59:00Z
35,14.89,b012c52039b5adae8b3a0b3f7f998566bd78be16662c0f82e3d14e05,60.16762,24.95415,000000006b44cce7,2019-08-02T06:59:00Z
36,17.4,b33ae7715d6d2571066655c2c8954a5a364b5601869047de83410d9f,60.16629,24.95957,00000000fb7600be,2019-08-02T06:59:00Z
37,10.78,b4faf2d3c4d2b199afeab6ab63b583fe3a2e81e14abbef6917f25129,60.15432,24.9211,0000000019fb59c4,2019-08-02T06:59:00Z
38,29.32,b531650be0ab9e39bac59714d21155e32f86dbcb08713b4fef6d15ed,60.14699,24.922,00000000a53ed894,2019-08-02T06:59:00Z
