,distance,hash,latitude,longitude,serial,time
0,8.38,0427fca898279d3a65935d9844b4a5a0bcbe2c05bb80e8e5781e5626,60.14951,24.92138,0000000006dd41f6,2019-08-02T14:32:00Z
1,9.92,072dc794e212cfe9866e1242d801701f299d36f4aea2da25e22246cc,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
2,14.89,092cf27845a859f34eda5571b6bcf83383b9ae2e9a89aa2caa53e8fd,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
3,20.28,0a687e75fd4e95c3244e576f2b433dfc806ddff30ee8baa6c75d5d0a,60.16629,24.95957,00000000fb7600be,2019-08-02T14:32:00Z
4,9.92,10bca1c5967c24e2fa15ad5bc0f2033dfad15386a2e102e334f0bbcb,60.14947,24.91438,000000004ef3150d,2019-08-02T14:32:00Z
5,25.36,14c7e1511b70f4dd3359cbece1377aebb4d70531f5489eefe53d7c3c,60.16544,24.95398,0000000038d83d41,2019-08-02T14:32:00Z
6,1.88,15918569de0a46a8eb56b43d8d39f7fc82619ff1006f00822c85745c,60.17918,24.95141,00000000675d5200,2019-08-02T14:32:00Z
7,21.87,18af4598d6feda38b1839fc41fb3b98e56b09031c42dca4e8af65d5e,60.17002,24.94407,000000006b087f40,2019-08-02T14:32:00Z
8,18.79,1d513a9eda6958eaa6394ca7a03bb7c0beb946191e40ea22378b96fa,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
9,23.56,236c74d692bd8196501793d1bcd7ebe5187666dd6024b4b4c240ef11,60.16897,24.95222,00000000aa852af1,2019-08-02T14:32:00Z
10,31.5,2448a4a7bacce376bf9041799fcd0ba60e3c1179e1fdfc9d7463f44f,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
11,27.28,24d2f2ddd119efcb13abb0ab2cb53850e9788b6713967ccca4d6e071,60.16897,24.95222,00000000aa852af1,2019-08-02T14:32:00Z
12,31.5,2a189b4d0fb8b868bae4dfbb6155127b32e065e58cf0683e29600bc0,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
13,11.7,2a93b61a3863ace54349d7a0937e4134fcc6d4dfcf064eefae2b7cf8,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
14,12.69,2af9f18ec38ddcce3e687bdf1a0e3d95da68f65a2028ee4a3bdeddab,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
15,31.5,41c9832582c091aa18cb43f7a7bd48fefac0a25647e249bf01408726,60.1538,24.95595,0000000038bf9618,2019-08-02T14:32:00Z
16,33.81,43b676ed3aef4c2d8846694817e76117873be52e7f788e0cb366c1c4,60.16629,24.95957,00000000fb7600be,2019-08-02T14:32:00Z
17,21.87,46454ba38ec0c430335717781f1bc208b9aaa50bd0a9af67cd691f87,60.16897,24.95222,00000000aa852af1,2019-08-02T14:32:00Z
18,21.87,52070d1320d5f4b61c804a91e51da6722692f6726668f18a13e17855,60.16829,24.94214,00000000afef4555,2019-08-02T14:32:00Z
19,21.87,5bbb5184fded3e51bc78e45e39917794285e6bbc72da404802a9599a,60.16531,24.9442,00000000fdda10fe,2019-08-02T14:32:00Z
20,21.87,5d65719c4cbf045f068d084b72302f447d5fd034413d97d13be00d0e,60.18203,24.91341,00000000342570c2,2019-08-02T14:32:00Z
21,16.1,5eed115a984d490b02b602d73787aee8dc8c4e9365b77fbff3818a76,60.16629,24.95957,00000000fb7600be,2019-08-02T14:32:00Z
22,9.12,6c7b185e979cc8c60a043ace742961119b7d7588d490450b1ec4ed8a,60.14947,24.91438,000000004ef3150d,2019-08-02T14:32:00Z
23,25.36,6ec4f9fc74f1c975e1c6847ce5af30abeae1453e045c07a7a3d48dc5,60.1538,24.95595,0000000038bf9618,2019-08-02T14:32:00Z
24,21.87,6fddca2ff8ee8e4a1c0bb6ecda26737eabd54fd9a9e0b3e08ea5e74e,60.14951,24.92138,0000000006dd41f6,2019-08-02T14:32:00Z
25,20.28,747f2d1ebff218c0ebbdc0fdaef4cbe56633dfb46ae1b1f8c8142201,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
26,23.56,79f136afa0dd8717337c01c70b457c464aaf0fa25b440f51a394ec23,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
27,23.56,812c96c56158baff072f9e4c42183932279f4817ddc44b9248a76063,60.16531,24.9442,00000000fdda10fe,2019-08-02T14:32:00Z
28,6.46,87dfaad29a9276ddddb1fa021d3bc23ad14824c1af16f7d87e713689,60.14951,24.92138,0000000006dd41f6,2019-08-02T14:32:00Z
29,9.92,8c75c3289c84fe4493e1e272a77b615fe1985880c5dc68a7c1a17b53,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
30,13.75,8ff60f950161ed884860c37d18e95c683a57d568528f4083008a5dd8,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
31,17.4,94512cd21b284eddaddc0be0d385bf5072dbeaa7e3eb345b3c161aa6,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
32,21.87,956aaf2b4895ff59d67face3133ac8674e22c33d826f6d40bd2acb9f,60.14699,24.922,00000000a53ed894,2019-08-02T14:32:00Z
33,18.79,9843c6216661048343a0e49cf3d8aa2883cf77f452666a1c873a1052,60.16448,24.97323,0000000053c6c2be,2019-08-02T14:32:00Z
34,21.87,996f7da3170a71df54af7b8d2c850831be22e861d579f1b432b50996,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
35,13.75,9c33b0ccd1854a7b87b163a4afef42984412ec41697726cb14c08701,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
36,17.4,a406256e97e44cd5d29d17c9e83901297c54bc0b9f5950341e2b23e8,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
37,31.5,a91d379a4b57c5df22db0d7a041ff69f657b4b31f28554b1011fc03c,60.16544,24.95398,0000000038d83d41,2019-08-02T14:32:00Z
38,13.75,af39edf2bb940054e6f0ba41fbd2dda73c80369a5559082bdc868dc6,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
39,25.36,b33ae7715d6d2571066655c2c8954a5a364b5601869047de83410d9f,60.16629,24.95957,00000000fb7600be,2019-08-02T14:32:00Z
40,33.81,b4cb12a72f5f1017831d7ae0bc090615b1fb81dabcab688816ebef7d,60.16544,24.95398,0000000038d83d41,2019-08-02T14:32:00Z
41,11.7,b4faf2d3c4d2b199afeab6ab63b583fe3a2e81e14abbef6917f25129,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
42,16.1,b5fd6b317890e5ab2d79e2cd1abe61626d45a753c7337d0d40728898,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
43,4.11,b8d667fd6461abe89aa81051c3668132a21961f1487b8ee09f5af853,60.17065,24.93641,000000000f4919c9,2019-08-02T14:32:00Z
44,14.89,bb52abe4edeb7604c7a55e84373a051fe6adeac1849883eb0877f237,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
45,8.38,bb98768dad0f7c52cf643f035a3e7e48f5cfe28557c66f2a75914b31,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
46,38.87,c65e855eba1d2ebf6e48b28c4149cfdb2c31b721f6cb7b87fa07afe5,60.16897,24.95222,00000000aa852af1,2019-08-02T14:32:00Z
47,13.75,cb11e624fdfae52d90316e0accf5ce595aa3ae5f4d46213d9c21a710,60.14951,24.92138,0000000006dd41f6,2019-08-02T14:32:00Z
48,20.28,cf05623e4d87ce0906c0b0b7dbf53aacc1228016cd27c341228b6e76,60.18203,24.91341,00000000342570c2,2019-08-02T14:32:00Z
49,9.12,d0df5bc08130daa2516f5a61e4c1fed14aa6e7d365400b3ba6cab9fc,60.16829,24.94214,00000000afef4555,2019-08-02T14:32:00Z
50,20.28,d7dd6070ef0f9efb3d646dad3b73b4b361843673e90cc0ba5e6a71b5,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
51,9.92,d8d39ecacdece7529d8c5ab37b39df75fe63899d7724f856c927c351,60.16544,24.95398,0000000038d83d41,2019-08-02T14:32:00Z
52,2.8,d9955c9013112300b1fd410fc2a113e256ed0a810c91d1469631ac38,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
53,18.79,e98c6399958e74ee1fe944500744224b2c22cdbc09c1e7634db557a1,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
54,12.69,ea2af410359f5c862dbc71554cc0b6ea29d823a91db3209fcd2a8c76,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
55,31.5,f088630d7476dae7d4b7e2bb1f10575f2c89acb4b6e061f3d57c2b40,60.16531,24.9442,00000000fdda10fe,2019-08-02T14:32:00Z
56,13.75,fc4f3a44235f1cfc7b53f14ba2da599976a5a0a220d23b852688e485,60.17919,24.95181,000000007b5207b6,2019-08-02T14:32:00Z
57,8.38,00ccca78d4033f4ee31f5544cb3146c200041d31978573ef72afd56e,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
58,9.92,00fc81f31e0c2965cd270409e468ac445afe351518b826ef455b670c,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
59,18.79,01a44eef73ab3634d85ecefb13fd2797cac5a2050b8a0e8b18634e43,60.14951,24.92138,0000000006dd41f6,2019-08-02T14:32:00Z
60,12.69,0214399cb54d047da11115cc7a48347574980ecd6fd90dc3bf1ad4c4,60.14947,24.91438,000000004ef3150d,2019-08-02T14:32:00Z
61,21.87,047a0c2aa22373529c566b20a375ba385d6b26431a337e2abc6d3034,60.16629,24.95957,00000000fb7600be,2019-08-02T14:32:00Z
62,8.38,06134f69c2071a2b1d86ba168b768def2b8167c3526c167cfaea8696,60.17002,24.94407,000000006b087f40,2019-08-02T14:32:00Z
63,20.28,06aa3d239edf449354c5a5b4dedb46644e08b7054e477942ad7f694a,60.17919,24.95181,000000007b5207b6,2019-08-02T14:32:00Z
64,23.56,080005d9199fefec5d81a6334fb142290b3a667a68637cd133b47bd9,60.16629,24.95957,00000000fb7600be,2019-08-02T14:32:00Z
65,29.32,09dc81d872c88ca5547db142159c711c072a8ca2337903db010a7aea,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
66,23.56,0b1dfcb97a70e167079ead1d102941fa75eb9d603346d5fd9437a120,60.14699,24.922,00000000a53ed894,2019-08-02T14:32:00Z
67,5.41,0d483286b8510eb03d925b9b40e0dae5e0c28608a07fb135075a293f,60.14947,24.91438,000000004ef3150d,2019-08-02T14:32:00Z
68,13.75,0ea517f941b6c445f4b12d4adb2312a0d46fd3ecdb68fd21c80bf33e,60.16762,24.95415,000000006b44cce7,2019-08-02T14:32:00Z
69,4.5,0f2c1b75ac9ef4f7f264fe59680889ef769a35d1cc6e037ca1d66ee9,60.17918,24.95141,00000000675d5200,2019-08-02T14:32:00Z
70,17.4,109e77b888714d299e854fdeb845480cff283dcde3cebec8e61212df,60.16629,24.95957,00000000fb7600be,2019-08-02T14:32:00Z
71,17.4,112ef466047122662b3d17f8cbc10d079a501ea415108907930fb4aa,60.16448,24.97323,0000000053c6c2be,2019-08-02T14:32:00Z
72,20.28,11b76bf74162097590ab4c241302abd4391416ef2880fe06cd9c817f,60.15432,24.9211,0000000019fb59c4,2019-08-02T14:32:00Z
